order_id|product_name|category|quantity|unit_price|discount_percent|region|sale_date|customer_email
ORD17919|Fridge|home appliance|7|630.4512|0.11733449|West|09/12/2022|user3988@mail.com
ORD92464|Refrigerator|appliance|6|221.28326|1.1556584|nort|20/07/2023|user1132@example.com
ORD46126|Fridge|appliance|-1|247.11084|0.29884487|suth|13/04/2025|user2054@sample.net
ORD20084|TV|home appliance|9|534.6823|0.5429971|East|03/07/2025|user8919@test.org
ORD15428|T.V.|elec|10|261.29544|0.12234915|East|18/02/2024|user603@sample.net
ORD88429|Laptop|home appliance|10|106.494965|0.10817006|nort|10-18-2024|user2537@sample.net
ORD12275|Refrigerator|gadget|5|956.02313|0.33256647|suth|01-09-2024|user3082@mail.com
ORD21585|Refrigerator|elec|8|652.39844|0.03464198|North|03-31-2024|user5454@example.com
ORD47574|Fridge|gadget|5|593.56744|0.5479792|West|27/06/2023|user8419@mail.com
ORD17286|Refrigerator|home appliance|3|884.5202|0.28406677|Wst|23/11/2022|
ORD26099|Laptop|appliance|-2|563.4375|0.46330392|East|24/02/2024|user9405@example.com
ORD98538|Television|electronics|12|771.7075|1.149132|East|2025-07-26|user6419@mail.com
ORD67390|Refrigerator|home appliance|14|168.4947|1.1515499|West|2024-01-01|
ORD98927|T.V.|home appliance|-1|575.3081|0.008868242|South|2023-02-06|user4957@example.com
ORD99393|TV|elec|-2|594.7338|1.0961078|nort|2024-03-10|user731@mail.com
ORD17985|Television|electronics|-2|847.13654|0.25279027|Eest|06/12/2024|user3208@example.com
ORD70631|T.V.|gadget|10|198.48126|0.570563|nort|2025-06-14|user7773@sample.net
ORD74840|Fridge|home appliance|9|64.96167|1.1167619|suth|12-17-2024|user7926@test.org
ORD85124|Fridge|home appliance|-4|830.73486|0.7320756|West|03-19-2023|user4587@test.org
ORD33555|TV|elec|13|972.42255|0.68786806|East|14/11/2022|
ORD77434|Refrigerator|gadget|-5|457.06516|0.9520361|suth|05-08-2023|user7002@sample.net
ORD74771|T.V.|electronics|10|440.4582|1.0852736|West|2024-09-14|user483@example.com
ORD97544|Fridge|elec|11|977.1645|0.9806189|suth|2022-11-22|user2802@sample.net
ORD77844|Television|elec|-1|294.0313|0.21278007|suth|10/05/2024|user9198@mail.com
ORD60698|TV|electronics|14|660.973|0.7416332|East|03-28-2023|user1252@sample.net
ORD28952|Lap top|electronics|0|934.50146|1.1868447|Wst|2024-04-20|user9146@example.com
ORD80957|Fridge|electronics|-5|490.4914|0.18278998|suth|06-25-2025|user7020@mail.com
ORD81728|Television|elec|5|503.73233|0.66160727|West|08/10/2024|user9244@example.com
ORD81695|Television|electronics|5|47.89126|0.9510506|suth|2024-09-06|user5942@mail.com
ORD30673|TV|gadget|-3|372.85977|0.9976239|Wst|2025-03-23|user7930@example.com
ORD87917|Laptop|appliance|9|880.3964|0.7439989|South|30/03/2024|user1433@mail.com
ORD34840|Fridge|electronics|2|254.66628|0.26311806|suth||user1145@test.org
ORD60721|Television|elec|6|764.9436|0.4085114|suth|27/07/2023|user2404@test.org
ORD55527|T.V.|home appliance|4|796.4812|0.92337716|suth|01-28-2025|user7582@sample.net
ORD59077|Lap top|electronics|6|817.0501|0.21359712|Eest|2023-05-31|
ORD14095|Television|elec|12|860.0325|0.6249407|West|05-21-2023|user9265@sample.net
ORD86925|T.V.|elec|5|126.53851|0.41673863|North|2023-10-12|user9768@test.org
ORD53866|Lap top|elec|7|400.16586|0.21704723|West|15/11/2024|user8670@sample.net
ORD75632|Refrigerator|home appliance|2|387.69424|0.959882|Eest|2025-06-09|user8305@test.org
ORD95073|Laptop|electronics|14|147.5795|0.6215914|East|26/07/2023|user8730@mail.com
ORD39138|TV|electronics|-1|123.5435|0.412703|North|2024-02-11|user9929@test.org
ORD76968|Fridge|home appliance|4|816.20953|0.6634779|suth|01/08/2023|
ORD24881|TV|appliance|1|530.35144|0.15054797|nort|08-23-2023|
ORD51760|Lap top|home appliance|1|760.7276|0.45854625|nort|06-27-2023|user1063@example.com
ORD80627|Laptop|appliance|7|2.073884|0.76077944|Wst|03-07-2025|user9631@example.com
ORD31985|Fridge|gadget|12|22.594631|0.8077752|Wst|2023-06-21|
ORD39943|Laptop|elec|0|155.43228|0.050164033|nort|10-27-2023|user3884@example.com
ORD18881|T.V.|electronics|13|534.76904|0.061640028|Wst|2023-08-14|user4706@example.com
ORD25565|Fridge|appliance|2|874.23706|1.0184957|East|06-14-2024|user327@test.org
ORD36690|Television|gadget|3|944.5007|0.66468316|West|02/01/2025|
ORD10995|T.V.|elec|12|12.703598|0.5903748|North||
ORD82491|TV|elec|12|188.17693|0.4378858|West|2023-08-29|user2381@mail.com
ORD77682|Lap top|home appliance|-1|273.82053|1.0880408|Wst|2022-11-16|user671@test.org
ORD29466|Fridge|appliance|-4|864.0268|0.66577303|suth|2025-03-15|user2213@test.org
ORD65311|Fridge|electronics|2|346.99518|0.039590765|East|2023-05-30|user1587@test.org
ORD65563|Refrigerator|home appliance|9|38.69158|1.1028777|East|12/09/2024|
ORD20890|TV|elec|1|632.3334|0.64364576|East|12-18-2022|
ORD88612|T.V.|gadget|-4|452.5072|0.45454046|East|20/06/2025|
ORD91108|Fridge|home appliance|13|427.42337|0.7944947|South|08/12/2023|user4354@mail.com
ORD61487|Laptop|appliance|-5|31.599998|0.73365617|South|21/02/2025|user8181@test.org
ORD22698|TV|appliance|1|36.905647|0.53301144|Eest|02/02/2025|user8985@sample.net
ORD84999|Laptop|home appliance|3|758.4611|0.38691452|Wst||user562@mail.com
ORD31467|Television|gadget|-4|634.59314|0.84290576|North|06-08-2023|user1805@example.com
ORD79672|T.V.|gadget|-5|657.69037|0.3761839|suth|2023-01-14|user8571@test.org
ORD41647|T.V.|home appliance|-2|529.4202|0.8677774|South|2024-05-09|user7041@test.org
ORD66568|Fridge|electronics|2|237.02997|0.66311264|Wst|02/04/2025|user5047@test.org
ORD10842|Television|elec|-2|328.03357|1.0564669|East||user4919@test.org
ORD41871|TV|elec|-3|120.024445|0.5258059|Eest||user673@example.com
ORD63653|TV|home appliance|1|578.72003|1.0232219|nort|06-20-2025|
ORD78633|Laptop|gadget|10|918.1246|0.7181245|South|2024-01-12|user6030@example.com
ORD44192|Fridge|elec|10|380.421|1.0832475|South|2023-07-09|
ORD14761|T.V.|elec|3|188.3179|0.97831094|North||user8074@test.org
ORD18930|Laptop|elec|1|950.4894|0.691209|nort||user51@sample.net
ORD76690|T.V.|appliance|-3|200.92607|0.23362978|nort|20/11/2023|user5251@sample.net
ORD99683|T.V.|elec|5|355.3256|0.06357115|Eest|01-15-2024|user7539@example.com
ORD60739|Television|home appliance|5|707.47015|0.30590796|South|2024-05-03|
ORD28886|T.V.|elec|2|621.2854|1.0929496|Wst|2023-12-13|user9919@test.org
ORD56255|Fridge|gadget|4|628.43274|0.29779172|South|05-25-2024|user3124@sample.net
ORD86269|Refrigerator|home appliance|0|614.0452|1.0822035|suth|02-09-2024|
ORD38247|T.V.|electronics|-1|76.986786|1.0333674|Wst|2025-07-02|user6757@example.com
ORD51991|Lap top|appliance|-3|959.1851|0.07100687|South|07-17-2024|user3758@test.org
ORD74545|Fridge|electronics|-1|876.7687|0.29016468|Eest|2025-03-22|user6285@sample.net
ORD81311|Laptop|home appliance|14|944.2202|0.42922413|South|05/10/2023|user9616@example.com
ORD90385|T.V.|appliance|7|515.35767|0.93877023|suth|04-26-2024|user9073@mail.com
ORD10398|Refrigerator|elec|1|549.25665|0.10250087|South|04-08-2023|user8710@sample.net
ORD21698|Refrigerator|home appliance|9|935.2524|0.7941391|nort|15/06/2025|
ORD78262|Fridge|electronics|9|7.1083307|1.0075161|Eest|2023-03-22|user3473@example.com
ORD89151|Fridge|home appliance|9|772.1219|0.89049846|suth|2023-08-20|user3809@mail.com
ORD14340|Fridge|electronics|-4|507.9886|0.3092078|suth|01/01/2023|user5344@mail.com
ORD47684|Laptop|home appliance|-1|457.0288|0.17715847|suth|28/11/2022|user8687@sample.net
ORD93797|Lap top|electronics|1|635.3693|1.1851374|East||user4577@sample.net
ORD13912|T.V.|appliance|1|835.3143|0.7076466|East|2025-05-26|user7780@example.com
ORD68260|Laptop|home appliance|1|253.40802|1.1048054|Eest||user7272@example.com
ORD36069|Lap top|gadget|12|725.716|0.5519675|West|05-05-2025|user5478@test.org
ORD34593|Lap top|gadget|9|502.28708|0.25199026|Wst|07-14-2025|user7836@test.org
ORD73899|Fridge|electronics|-1|269.0003|0.1202169|Wst|03-17-2025|user4697@mail.com
ORD46501|Refrigerator|elec|-2|843.15936|1.1736375|Eest|2023-04-28|
ORD93307|Fridge|appliance|3|104.93094|1.1649815|nort|07-18-2023|user2338@mail.com
ORD72727|Fridge|elec|13|45.475723|1.0732188|North|19/06/2025|user6039@mail.com
ORD28196|T.V.|home appliance|11|296.97836|0.49774784|nort|2023-06-17|user3193@sample.net
ORD31295|T.V.|electronics|-1|932.92896|0.7582931|Wst|09-18-2024|
ORD83343|T.V.|gadget|12|430.6981|0.36840513|South|2023-12-01|
ORD81928|Television|appliance|7|120.402214|0.8417099|suth|01-05-2023|
ORD12479|Television|electronics|-2|793.6555|0.9698082|West|2023-08-26|user8618@test.org
ORD62031|Lap top|elec|12|185.80359|0.17788433|South|15/07/2024|
ORD32315|Television|home appliance|3|954.451|0.9390251|South||user6@mail.com
ORD34452|Fridge|home appliance|-3|499.50647|0.52059275|Eest|27/08/2024|user4763@example.com
ORD82769|Fridge|electronics|10|272.94247|0.4474281|Wst|02-23-2025|
ORD13065|TV|home appliance|3|274.23083|0.053026415|North||
ORD45464|Lap top|electronics|9|491.90747|0.26821727|North|13/03/2023|
ORD91869|T.V.|electronics|-1|220.18593|0.19832812|suth|09-01-2024|user251@sample.net
ORD15187|Fridge|gadget|14|362.5136|1.1473222|South|2024-07-09|user1915@example.com
ORD67781|Refrigerator|home appliance|-5|14.551699|0.38107327|South|05-17-2023|user2823@test.org
ORD86872|Television|appliance|0|795.4076|0.9108318|North|05/04/2025|user7432@example.com
ORD83586|Fridge|electronics|-4|950.6502|0.26428723|South|18/05/2025|
ORD69212|Refrigerator|elec|5|704.74023|0.8556392|Eest|04-17-2025|user2702@example.com
ORD29223|TV|electronics|1|245.31293|0.5599351|East||user5805@sample.net
ORD63444|Lap top|gadget|12|77.88319|0.3678858|North||user8393@sample.net
ORD27980|Fridge|elec|6|983.9975|0.30381024|South|02-19-2024|user4836@sample.net
ORD15722|Refrigerator|elec|1|125.47612|1.1950359|South|17/06/2023|user434@test.org
ORD49221|Lap top|electronics|-4|824.03235|0.28746152|West|01/06/2025|user754@example.com
ORD62841|Television|home appliance|0|147.17644|0.4653701|Wst||user1000@test.org
ORD15859|Laptop|electronics|-3|599.9747|0.5050377|South|06-30-2025|user3171@test.org
ORD39029|TV|home appliance|4|905.9946|0.7195693|suth||user5343@example.com
ORD45723|TV|elec|9|98.294914|1.1905694|North|09/01/2025|user8604@test.org
ORD78872|Television|elec|-1|634.9911|0.21406525|nort|05/06/2025|user9891@test.org
ORD64868|Television|electronics|10|112.42896|0.70990366|nort|2024-07-02|user4714@example.com
ORD94445|T.V.|home appliance|11|123.92288|0.9288274|South|28/05/2024|
ORD10584|Fridge|appliance|12|790.99805|0.7968423|South||user9987@example.com
ORD55026|Fridge|gadget|-2|626.0764|0.3865529|East|2025-01-06|user2320@sample.net
ORD17400|Fridge|home appliance|6|838.31946|0.4433314|Wst|2023-10-08|user8154@example.com
ORD11571|Refrigerator|appliance|14|449.83267|0.23894992|suth|21/06/2023|
ORD82677|Refrigerator|electronics|10|643.6403|0.7661088|suth|01-10-2023|user4546@test.org
ORD84589|Refrigerator|gadget|10|864.2882|0.23557156|North|18/04/2024|user814@sample.net
ORD65954|Laptop|electronics|14|649.44714|0.43470412|Wst|19/03/2025|
ORD78726|T.V.|gadget|-3|757.78845|0.46193972|West|2025-04-13|user8063@mail.com
ORD31214|Laptop|home appliance|-2|398.9939|0.2428882|West|23/03/2024|user1615@example.com
ORD75544|Lap top|elec|14|499.77814|1.0717548|nort|11-30-2023|
ORD79904|Fridge|gadget|4|711.52313|0.12470427|nort|02-28-2024|user6437@sample.net
ORD11636|Refrigerator|home appliance|-4|6.582141|0.92872643|suth|03-06-2023|
ORD50321|Fridge|appliance|14|382.23065|1.1321034|suth|05-19-2025|user7094@sample.net
ORD79226|T.V.|appliance|14|795.71124|0.109657794|West|2024-06-24|
ORD31752|Television|appliance|-5|234.34293|0.5103902|Wst|2024-12-12|user6313@test.org
ORD34244|Fridge|appliance|-5|651.16296|0.14749074|South|2025-05-22|user8533@mail.com
ORD37630|Fridge|home appliance|-4|779.43414|0.06056793|Wst|2024-09-24|user1830@sample.net
ORD65350|Television|appliance|7|131.57303|0.1870499|nort|2025-03-18|user2291@example.com
ORD25372|T.V.|appliance|2|605.6363|0.15909377|nort|08-03-2023|user9758@test.org
ORD88041|Fridge|electronics|11|200.20563|0.9389289|West|2024-04-22|user5081@sample.net
ORD28676|TV|electronics|-2|665.86755|0.9257491|suth|08-18-2023|user4611@mail.com
ORD34521|T.V.|gadget|4|919.2236|0.3110779|South|2024-04-09|user3641@example.com
ORD90020|Fridge|appliance|9|803.56976|0.14463359|nort|01/01/2025|
ORD97006|Refrigerator|home appliance|4|617.16656|0.46748522|West|05/07/2025|user3081@sample.net
ORD23475|Laptop|electronics|11|605.47723|0.46414486|nort|2024-08-17|user7610@mail.com
ORD69592|Fridge|elec|0|996.1519|0.09589327|nort|2024-12-20|
ORD18289|TV|electronics|-5|803.99786|0.44341874|North||user4457@example.com
ORD54210|Laptop|appliance|12|866.2802|0.08336134|East|09-24-2023|user145@example.com
ORD54431|Television|home appliance|7|528.3475|1.1982788|North|2024-06-30|user1827@mail.com
ORD49921|Refrigerator|appliance|14|444.78207|0.46540862|Wst||user8476@sample.net
ORD87601|Television|elec|-2|10.884047|0.28364098|East|2023-07-29|
ORD74757|Television|gadget|13|182.79367|0.72369313|Eest|2023-08-01|user4562@sample.net
ORD63479|T.V.|electronics|-3|679.9588|1.0643746|Wst|12-19-2022|user7041@sample.net
ORD52963|Refrigerator|elec|7|688.5282|0.83735645|West|12-24-2024|user9920@test.org
ORD53465|TV|electronics|1|243.743|1.1651773|Eest|11-12-2024|user2678@sample.net
ORD52057|Television|home appliance|4|985.93036|0.20957866|suth|06/06/2023|user4113@test.org
ORD54890|Fridge|electronics|8|738.0625|1.0838705|East|2024-05-05|user8352@test.org
ORD40658|Lap top|gadget|-3|339.3209|0.34550244|South|08-04-2025|user5350@mail.com
ORD93866|Fridge|home appliance|9|576.9209|0.7884944|East|2023-04-15|user5056@mail.com
ORD45788|T.V.|gadget|11|315.7702|0.97928977|South|01-11-2023|user2287@example.com
ORD40894|Fridge|electronics|14|584.4901|0.07646077|East|03-01-2023|
ORD97534|Laptop|electronics|-1|423.3828|0.9868145|nort||
ORD95565|Lap top|gadget|7|576.46747|0.49697796|nort|2024-08-11|
ORD44863|Laptop|electronics|12|159.84589|0.29626903|suth|24/02/2025|
ORD59569|TV|electronics|8|225.00235|0.049898602|Wst|2024-01-30|user821@test.org
ORD24515|TV|gadget|5|533.03955|0.9737211|South|04-12-2025|user9327@example.com
ORD51232|T.V.|elec|1|113.07043|0.36548725|nort|25/07/2024|user7572@mail.com
ORD64149|Fridge|elec|3|379.66608|0.9633586|South|20/07/2023|user7389@sample.net
ORD55441|Laptop|appliance|-3|713.8885|0.3365978|nort|07-01-2024|user943@mail.com
ORD72135|Television|electronics|4|52.648663|0.698889|South|04/04/2023|user9284@sample.net
ORD55120|Laptop|gadget|11|865.27606|0.9591681|Eest||user7773@sample.net
ORD33522|Television|home appliance|-3|728.027|0.6310206|South|04/12/2022|user7956@example.com
ORD16623|Television|elec|9|12.408972|1.0141097|East|2025-06-05|user991@example.com
ORD74153|Refrigerator|appliance|4|910.50977|0.76674974|South|01/01/2024|
ORD26100|Television|elec|-4|617.3539|0.1442377|East|07-21-2025|user3944@mail.com
ORD59357|Television|gadget|10|971.757|1.0173625|North||
ORD70157|Refrigerator|appliance|11|654.97064|0.6284786|South||user5553@example.com
ORD22782|Laptop|elec|8|728.93866|0.3837084|suth||user4792@mail.com
ORD77812|TV|electronics|4|60.667873|1.1116533|suth|22/07/2025|user430@test.org
ORD65991|Fridge|gadget|5|716.53876|1.0893607|East|09-18-2024|user3119@sample.net
ORD79066|Lap top|electronics|10|69.15826|0.93934506|suth||user7336@test.org
ORD47343|Lap top|electronics|0|986.1712|0.092686206|East||user7236@sample.net
ORD18577|Television|appliance|-2|96.64273|0.529797|West|04-13-2024|
ORD53851|Refrigerator|electronics|-3|566.0803|0.7034899|nort|03-19-2025|
ORD90377|Lap top|electronics|4|921.458|0.8922806|South|13/01/2024|user9603@test.org
ORD82121|Television|appliance|9|473.51117|0.8091323|suth|06-02-2023|user5040@example.com
ORD81625|Television|gadget|2|588.6105|0.90045685|West|2022-11-24|
ORD50763|Laptop|elec|9|165.78072|1.0949416|Eest|2024-01-21|user6585@test.org
ORD17646|T.V.|gadget|6|44.907032|0.24471825|West||
ORD29437|Television|electronics|10|204.247|0.3887053|nort|10-21-2023|user5234@test.org
ORD68313|TV|elec|13|189.64726|1.1732258|Wst|04-17-2023|user196@sample.net
ORD32269|Lap top|elec|14|923.53284|1.0708361|South|29/03/2023|user6713@test.org
ORD29059|Lap top|gadget|8|33.634125|0.6561468|Wst|06/04/2023|user728@sample.net
ORD72819|T.V.|home appliance|7|414.81555|0.73145556|East|12/06/2023|user8953@test.org
ORD90407|Refrigerator|gadget|4|984.43536|0.48290792|nort|11-20-2023|user4842@sample.net
ORD76565|Lap top|gadget|13|547.4184|0.03892608|Eest|08/02/2025|user9981@sample.net
ORD92585|T.V.|appliance|3|688.71234|0.94012266|South|16/10/2024|user9975@example.com
ORD38771|Lap top|elec|-1|441.5791|0.6922408|North|09/01/2024|user3474@example.com
ORD72909|TV|appliance|10|185.37944|1.119946|South|2023-04-03|
ORD33849|T.V.|home appliance|6|393.28073|0.7158916|nort|25/03/2023|user4630@mail.com
ORD90979|TV|home appliance|7|682.3896|0.72664285|North|30/08/2023|user8602@sample.net
ORD81284|Television|electronics|10|492.76157|1.0384358|West|22/06/2023|
ORD62383|Laptop|appliance|-4|870.2437|0.360875|suth|12/03/2023|
ORD50227|TV|appliance|1|515.4784|0.44590998|Eest|07/05/2023|user7695@example.com
ORD91569|Television|home appliance|8|780.3473|0.7644402|South|28/12/2022|user6608@sample.net
ORD95441|Fridge|appliance|4|959.5171|1.1422747|Wst||user5972@sample.net
ORD50399|Refrigerator|gadget|4|796.36273|0.8401171|suth|2023-11-06|user3964@test.org
ORD57522|Television|electronics|5|162.5889|0.720496|nort|07-15-2025|user8153@mail.com
ORD78632|Television|appliance|12|932.6178|0.9889242|Eest|09-29-2024|user3853@sample.net
ORD14910|Lap top|home appliance|-5|856.60095|0.71367717|suth|2024-05-26|user3897@example.com
ORD44079|Laptop|electronics|-3|842.147|0.017183304|Eest||
ORD66202|Refrigerator|electronics|3|811.94543|0.37544405|Wst|29/03/2025|user6724@mail.com
ORD87735|Fridge|elec|0|493.8891|0.4415698|Wst|11-18-2024|user5186@sample.net
ORD75569|Refrigerator|gadget|-5|45.927822|0.33481058|West|09/05/2023|
ORD40816|Lap top|home appliance|-4|14.149487|0.48308182|suth|22/11/2023|user9691@example.com
ORD59673|Lap top|elec|-5|315.49466|0.7735855|East|02-27-2024|user2198@test.org
ORD62882|Refrigerator|home appliance|4|887.0708|0.46019235|nort|2025-07-21|user2798@mail.com
ORD20265|TV|elec|14|389.2714|0.13157931|nort|2025-07-01|user8759@test.org
ORD55321|Television|gadget|-1|296.75192|0.70423293|North|03-29-2024|user7523@example.com
ORD76721|Refrigerator|gadget|10|592.3436|0.88744|suth|25/04/2025|
ORD12080|Television|electronics|-3|211.52872|1.0999446|West|29/06/2023|
ORD79793|TV|home appliance|4|855.21625|0.50477666|nort|2022-11-18|user7772@example.com
ORD90172|T.V.|electronics|3|728.35333|1.1248366|Eest|19/10/2024|user3753@test.org
ORD47031|Lap top|appliance|-2|571.76764|0.45274717|North||user8338@mail.com
ORD45358|Fridge|electronics|3|190.42247|0.3492368|West|03/07/2025|user6870@mail.com
ORD91750|Fridge|electronics|13|381.93994|1.0745251|South|2025-03-27|
ORD14004|Fridge|home appliance|0|443.76855|0.39359036|nort|07-30-2024|user2792@test.org
ORD82731|Lap top|electronics|-5|720.9614|0.82388973|North|02-16-2024|
ORD46357|Laptop|home appliance|9|223.5806|0.84196216|North|12-03-2024|user8333@example.com
ORD73529|Refrigerator|home appliance|11|982.3702|0.7024003|Wst|27/03/2024|user1824@example.com
ORD57321|Television|home appliance|0|120.65655|0.6408725|Eest|05/02/2025|user4065@sample.net
ORD97020|Fridge|home appliance|-2|232.1329|0.2759105|East|2025-04-11|user4330@mail.com
ORD19768|T.V.|elec|2|166.9752|1.1085867|West|2025-05-10|user15@sample.net
ORD27472|Television|gadget|9|454.50104|0.15529597|East||user2953@sample.net
ORD11752|Fridge|elec|0|257.3426|0.9706462|Wst|05-21-2025|user9349@test.org
ORD50907|Laptop|elec|11|232.44423|0.55151683|East|2024-09-22|user1205@mail.com
ORD16685|Fridge|gadget|-1|863.18964|0.63595563|South|17/12/2023|user4797@sample.net
ORD26423|TV|appliance|-3|368.19415|0.8990942|West|11-29-2023|user2050@sample.net
ORD48432|TV|electronics|-2|88.1769|0.050467946|West|2024-01-07|user2542@example.com
ORD19705|Television|electronics|2|35.449863|0.29138947|East|03-19-2023|user7468@test.org
ORD82619|T.V.|gadget|4|515.6578|0.9051259|Wst|05/01/2024|user6743@example.com
ORD40509|Refrigerator|elec|-4|502.28674|0.28394246|Wst||
ORD46020|T.V.|elec|-3|45.044304|0.88305444|Wst|22/09/2023|user395@mail.com
ORD99047|Fridge|gadget|1|349.55222|1.1208472|East|2023-10-02|
ORD45919|TV|elec|4|723.6443|0.5371829|Eest|2024-07-14|user6840@example.com
ORD84169|T.V.|elec|2|413.66434|1.079102|Wst|11-18-2023|user8321@mail.com
ORD57247|T.V.|home appliance|7|773.8956|0.68466973|suth|06/04/2025|user5519@example.com
ORD70186|Fridge|appliance|-5|691.14874|0.80492795|Wst|15/04/2024|user9545@sample.net
ORD19943|T.V.|gadget|2|861.47577|0.96174204|East|2024-12-24|user4464@mail.com
ORD83395|Refrigerator|appliance|7|149.46841|0.74706775|Eest||user7661@mail.com
ORD51907|Laptop|home appliance|2|132.63672|0.6509814|North|2024-12-13|user7688@sample.net
ORD22053|Lap top|electronics|-5|686.74713|0.6821126|South|16/12/2022|user8120@test.org
ORD21865|Fridge|electronics|0|57.87647|0.10158785|West|2024-07-19|
ORD15797|Lap top|home appliance|7|148.92828|0.69398975|West|2023-08-23|user8387@mail.com
ORD71245|Refrigerator|electronics|-2|752.51385|0.82955605|East|11-28-2024|user9412@test.org
ORD63165|Lap top|gadget|7|699.78436|0.9022173|Eest|2024-01-04|user5699@sample.net
